period,application_name,b_2_b_transactions_value_cr,b_2_b_transactions_volume_mn,b_2_c_transactions_value_cr,b_2_c_transactions_volume_mn,customer_initiated_transactions_value_cr,customer_initiated_transactions_volume_mn,onus_transactions_value_cr,onus_transactions_volume_mn,total_value_cr,total_volume_mn,upi_application_name,upi_value_cr,upi_volume_mn
2025-11,Tamilnad Mercantile Bank Apps,0.0,0.0,0.0,0.0,34.64,0.1,0,0,34.64,0.1,,,
2025-11,Payworld,0.0,0.0,0.0,0.0,7.81,0.08,0,0,7.81,0.08,,,
2025-11,Ultracash #,0.0,0.0,0.0,0.0,6.31,0.08,0,0,6.31,0.08,,,
2025-11,Unity Small Finance Bank Apps,0.0,0.0,0.0,0.0,24.79,0.08,0,0,24.79,0.08,,,
2025-11,City Union Bank Apps,0.0,0.0,0.0,0.0,29.85,0.07,0,0,29.85,0.07,,,
2025-11,Bank of Maharashtra Apps,0.11,0.0,0.0,0.0,10.83,0.04,0,0,10.94,0.04,,,
2025-11,Curie Money #,0.0,0.0,0.0,0.0,3.25,0.04,0,0,3.25,0.04,,,
2025-11,Punjab Sind Bank Apps,0.0,0.0,0.0,0.0,11.81,0.03,0,0,11.81,0.03,,,
2025-11,Equitas Small Finance Bank Apps,0.0,0.0,0.0,0.0,10.2,0.03,0,0,10.2,0.03,,,
2025-11,Freo #,0.0,0.0,0.0,0.0,1.84,0.03,0,0,1.84,0.03,,,
2025-11,Cheq,0.0,0.0,0.0,0.0,2.44,0.02,0,0,2.44,0.02,,,
2025-11,LXME #,0.0,0.0,0.0,0.0,1.65,0.02,0,0,1.65,0.02,,,
2025-11,Others,6.29,0.17,0.0,0.0,238.45,2.37,0,0,244.75,2.54,,,
2025-12,Phone Pe #,0.0,0.0,0.0,0.0,1360501.94,9799.14,0,0,1360501.94,9799.14,,,
2025-12,Google Pay #,0.0,0.0,0.0,0.0,956693.92,7311.67,0,0,956693.92,7311.67,,,
2025-12,Paytm #,0.0,0.0,0.0,0.0,175716.1,1624.45,0,0,175716.1,1624.45,,,
2025-12,Navi #,0.0,0.0,0.0,0.0,35715.89,671.89,0,0,35715.89,671.89,,,
2025-12,super.money #,0.0,0.0,0.0,0.0,11745.61,286.86,0,0,11745.61,286.86,,,
2025-12,FamApp by Trio #,0.0,0.0,0.0,0.0,2007.01,159.05,0,0,2007.01,159.05,,,
2025-12,Cred #,0.0,0.0,0.0,0.0,59073.03,157.25,0,0,59073.03,157.25,,,
2025-12,BHIM,0.0,0.0,0.0,0.0,20246.97,155.75,0,0,20246.97,155.75,,,
2025-12,Axis Bank Apps,15.45,0.1,8324.04,109.14,5272.52,35.5,0,0,13612.02,144.75,,,
2025-12,Whatsapp #,0.0,0.0,0.0,0.0,7399.16,100.45,0,0,7399.16,100.45,,,
2025-12,Kotak Mahindra Bank Apps,0.0,0.0,0.27,0.01,11500.37,94.54,0,0,11500.65,94.55,,,
2025-12,Amazon Pay #,0.0,0.0,0.0,0.0,10133.85,86.48,0,0,10133.85,86.48,,,
2025-12,HDFC Bank Apps,0.88,0.0,6853.22,42.66,10686.26,32.68,0,0,17540.37,75.34,,,
2025-12,ICICI Bank Apps,2295.76,2.48,9309.6,46.43,7137.59,23.61,0,0,18742.95,72.52,,,
2025-12,Mobikwik #,0.0,0.0,0.0,0.0,7451.94,63.4,0,0,7451.94,63.4,,,
2025-12,Yes Bank Apps,20.17,0.28,3460.28,45.55,3437.24,3.64,0,0,6917.69,49.47,,,
2025-12,Slice Small Finance Bank Apps,2.01,0.0,522.84,1.74,3224.74,32.71,0,0,3749.59,34.45,,,
2025-12,India Post Payments Bank Apps,0.0,0.0,0.0,0.0,1893.26,17.91,0,0,1893.26,17.91,,,
2025-12,Airtel Payments Bank Apps,0.0,0.0,148.52,1.27,1184.43,14.78,0,0,1332.95,16.05,,,
2025-12,Groww #,0.0,0.0,0.0,0.0,11688.01,15.87,0,0,11688.01,15.87,,,
2025-12,State Bank of India Apps,0.0,0.0,0.19,0.0,4313.66,14.63,0,0,4313.86,14.63,,,
2025-12,IDFC Bank Apps,0.03,0.02,50.36,0.37,3122.92,14.1,0,0,3173.31,14.49,,,
2025-12,Bajaj Finserv #,0.0,0.0,0.0,0.0,2822.57,13.35,0,0,2822.57,13.35,,,
2025-12,Samsung Pay #,0.0,0.0,0.0,0.0,745.25,11.36,0,0,745.25,11.36,,,
2025-12,POP UPI,0.0,0.0,0.0,0.0,705.72,9.38,0,0,705.72,9.38,,,
2025-12,RBL Bank Apps,42.38,0.21,4070.31,7.8,215.29,0.56,0,0,4327.98,8.56,,,
2025-12,Federal Bank Apps,0.0,0.0,5.13,0.0,1848.12,7.32,0,0,1853.24,7.33,,,
2025-12,Jio Payments Bank Apps,0.0,0.0,0.0,0.0,440.97,6.39,0,0,440.97,6.39,,,
2025-12,Jupiter Money #,0.0,0.0,0.0,0.0,966.07,6.09,0,0,966.07,6.09,,,
2025-12,Deutsche Bank Apps,2.78,0.0,786.44,5.32,37.88,0.03,0,0,827.1,5.36,,,
2025-12,Canara Bank Apps,0.0,0.0,0.0,0.0,1142.72,4.53,0,0,1142.72,4.53,,,
2025-12,NSDL Payments Bank Apps,8.19,0.11,293.57,3.49,14.28,0.16,0,0,316.05,3.77,,,
2025-12,Ind Money #,0.0,0.0,0.0,0.0,1054.69,3.33,0,0,1054.69,3.33,,,
2025-12,Kiwi #,0.0,0.0,0.0,0.0,439.43,3.1,0,0,439.43,3.1,,,
2025-12,Punjab National Bank Apps,0.0,0.0,0.0,0.0,748.71,2.96,0,0,748.71,2.96,,,
2025-12,Flipkart UPI #,0.0,0.0,0.0,0.0,152.97,2.8,0,0,152.97,2.8,,,
2025-12,Fi Money #,0.0,0.0,0.0,0.0,381.14,2.59,0,0,381.14,2.59,,,
2025-12,Jammu and Kashmir Bank Apps,0.0,0.0,0.0,0.0,390.02,2.5,0,0,390.02,2.5,,,
2025-12,Suryoday Bank Apps,1.82,0.03,3.94,2.47,0.0,0.0,0,0,5.76,2.5,,,
2025-12,Bharat Pe #,0.0,0.0,0.0,0.0,206.84,2.46,0,0,206.84,2.46,,,
2025-12,Bank of Baroda Apps,1.73,0.0,0.0,0.0,565.02,2.25,0,0,566.75,2.25,,,
2025-12,Omni Card,0.0,0.0,0.0,0.0,134.81,1.95,0,0,134.81,1.95,,,
2025-12,Timepay #,0.0,0.0,0.0,0.0,37.13,1.81,0,0,37.13,1.81,,,
2025-12,Money View #,0.0,0.0,0.0,0.0,103.65,1.79,0,0,103.65,1.79,,,
2025-12,IndusInd Bank Apps,0.02,0.0,116.3,1.13,149.77,0.57,0,0,266.09,1.7,,,
2025-12,Indian Bank Apps,121.13,0.11,0.0,0.0,352.99,1.48,0,0,474.12,1.59,,,
2025-12,KreditBee #,0.0,0.0,0.0,0.0,77.28,1.57,0,0,77.28,1.57,,,
2025-12,Aditya Birla Capital Digital #,0.0,0.0,0.0,0.0,26.21,1.46,0,0,26.21,1.46,,,
2025-12,Shri Ram One #,0.0,0.0,0.0,0.0,111.67,1.43,0,0,111.67,1.43,,,
2025-12,ESAF Small Finance Bank Apps,0.0,0.0,0.0,0.0,133.33,1.28,0,0,133.33,1.28,,,
2025-12,HSBC Bank Apps,0.32,0.01,3.24,0.44,153.36,0.82,0,0,156.91,1.26,,,
2025-12,Digikhata,0.0,0.0,0.0,0.0,421.6,1.25,0,0,421.6,1.25,,,
2025-12,Oxymoney,0.0,0.0,16.89,1.01,0.08,0.0,0,0,16.97,1.01,,,
2025-12,Fino Payments Bank Apps,0.0,0.0,0.0,0.0,87.85,1.0,0,0,87.85,1.0,,,
2025-12,Union Bank Apps,0.0,0.0,0.0,0.0,273.39,0.94,0,0,273.39,0.94,,,
2025-12,South Indian Bank Apps,0.0,0.0,0.0,0.0,273.46,0.93,0,0,273.46,0.93,,,
2025-12,AU Small Finance Bank Apps,0.0,0.0,0.9,0.0,263.27,0.81,0,0,264.18,0.81,,,
2025-12,DBS Digibank Apps,0.94,0.0,43.47,0.08,180.15,0.54,0,0,224.56,0.63,,,
2025-12,One Card #,0.0,0.0,0.0,0.0,784.25,0.62,0,0,784.25,0.62,,,
2025-12,Kredit Pe #,0.0,0.0,0.0,0.0,54.13,0.61,0,0,54.13,0.61,,,
2025-12,UCO Bank Apps,0.0,0.0,0.0,0.0,164.56,0.6,0,0,164.56,0.6,,,
2025-12,Freo #,0.0,0.0,0.0,0.0,56.56,0.59,0,0,56.56,0.59,,,
2025-12,Central Bank of India Apps,0.0,0.0,0.0,0.0,150.27,0.46,0,0,150.27,0.46,,,
2025-12,Salary Se #,0.0,0.0,0.0,0.0,25.24,0.42,0,0,25.24,0.42,,,
2025-12,Standard Chartered Bank Apps,0.25,0.0,20.49,0.28,102.09,0.13,0,0,122.83,0.41,,,
2025-12,Rapipay,0.0,0.0,0.0,0.0,33.66,0.4,0,0,33.66,0.4,,,
2025-12,Bank of India Apps,0.0,0.0,0.0,0.0,120.71,0.38,0,0,120.71,0.38,,,
2025-12,Tata Pay #,0.0,0.0,0.0,0.0,126.35,0.37,0,0,126.35,0.37,,,
2025-12,Spice Money,0.0,0.0,0.0,0.0,32.52,0.36,0,0,32.52,0.36,,,
2025-12,Karnataka Bank Apps,0.01,0.0,0.01,0.0,68.62,0.29,0,0,68.64,0.29,,,
2025-12,Jar #,0.0,0.0,0.0,0.0,6.05,0.25,0,0,6.05,0.25,,,
2025-12,True Balance,0.0,0.0,0.0,0.0,7.24,0.21,0,0,7.24,0.21,,,
2025-12,Dhani,0.0,0.0,0.0,0.0,9.1,0.21,0,0,9.1,0.21,,,
2025-12,Indian Overseas Bank Apps,0.0,0.0,0.0,0.0,52.64,0.19,0,0,52.64,0.19,,,
2025-12,IDBI Bank Apps,0.0,0.0,0.0,0.0,84.4,0.17,0,0,84.4,0.17,,,
2025-12,Obopay,0.0,0.0,0.0,0.0,26.26,0.17,0,0,26.26,0.17,,,
2025-12,Karur Vysya Bank Apps,0.0,0.0,0.0,0.0,45.88,0.13,0,0,45.88,0.13,,,
2025-12,TwidPay #,0.0,0.0,0.0,0.0,15.83,0.13,0,0,15.83,0.13,,,
2025-12,Tamilnad Mercantile Bank Apps,0.0,0.0,0.0,0.0,39.25,0.11,0,0,39.25,0.11,,,
2025-12,Payworld,0.0,0.0,0.0,0.0,10.22,0.1,0,0,10.22,0.1,,,
2025-12,Unity Small Finance Bank Apps,0.0,0.0,0.0,0.0,26.45,0.08,0,0,26.45,0.08,,,
2025-12,City Union Bank Apps,0.0,0.0,0.0,0.0,29.47,0.07,0,0,29.47,0.07,,,
2025-12,Saathi by PayNearBy #,0.0,0.0,0.0,0.0,6.09,0.06,0,0,6.09,0.06,,,
2025-12,Bank of Maharashtra Apps,0.72,0.0,0.0,0.0,16.91,0.06,0,0,17.64,0.06,,,
2025-12,Ultracash #,0.0,0.0,0.0,0.0,3.7,0.05,0,0,3.7,0.05,,,
2025-12,Curie Money #,0.0,0.0,0.0,0.0,2.71,0.05,0,0,2.71,0.05,,,
2025-12,Equitas Small Finance Bank Apps,0.0,0.0,0.0,0.0,14.17,0.05,0,0,14.17,0.05,,,
2025-12,Cheq #,0.0,0.0,0.0,0.0,3.88,0.04,0,0,3.88,0.04,,,
2025-12,Fave,0.0,0.0,0.0,0.0,7.04,0.03,0,0,7.04,0.03,,,
2025-12,LXME #,0.0,0.0,0.0,0.0,2.43,0.03,0,0,2.43,0.03,,,
2025-12,Punjab Sind Bank Apps,0.0,0.0,0.0,0.0,12.97,0.03,,,12.97,0.03,,,
2025-12,Others,7.17,0.18,0.0,0.0,265.37,2.71,,,272.54,2.89,,,
2026-01,Phone Pe #,0.0,0.0,0.0,0.0,1377458.79,9913.63,0,0,1377458.79,9913.63,,,
2026-01,Google Pay #,0.0,0.0,0.0,0.0,956985.04,7229.11,0,0,956985.04,7229.11,,,
2026-01,Paytm #,0.0,0.0,0.0,0.0,181973.34,1659.49,0,0,181973.34,1659.49,,,
2026-01,Navi #,0.0,0.0,0.0,0.0,37955.69,709.26,0,0,37955.69,709.26,,,
2026-01,super.money #,0.0,0.0,0.0,0.0,12546.39,298.41,0,0,12546.39,298.41,,,
2026-01,BHIM,0.0,0.0,0.0,0.0,22025.89,172.07,0,0,22025.89,172.07,,,
2026-01,FamApp by Trio #,0.0,0.0,0.0,0.0,2038.12,161.18,0,0,2038.12,161.18,,,
2026-01,Cred #,0.0,0.0,0.0,0.0,58840.62,156.86,0,0,58840.62,156.86,,,
2026-01,Axis Bank Apps,14.04,0.07,8214.0,122.29,4978.86,30.24,0,0,13206.89,152.6,,,
2026-01,Whatsapp #,0.0,0.0,0.0,0.0,8358.21,112.65,0,0,8358.21,112.65,,,
2026-01,Kotak Mahindra Bank Apps,0.0,0.0,0.23,0.01,12304.47,101.35,0,0,12304.69,101.35,,,
2026-01,Amazon Pay #,0.0,0.0,0.0,0.0,10257.83,83.99,0,0,10257.83,83.99,,,
2026-01,HDFC Bank Apps,1.01,0.0,6043.71,44.93,10620.31,32.36,0,0,16665.03,77.29,,,
2026-01,ICICI Bank Apps,2397.55,2.43,9243.54,42.21,7678.09,23.33,0,0,19319.18,67.97,,,
2026-01,Mobikwik #,0.0,0.0,0.0,0.0,7631.14,64.72,0,0,7631.14,64.72,,,
2026-01,Yes Bank Apps,15.73,0.12,4238.94,49.01,3595.9,3.84,0,0,7850.57,52.98,,,
2026-01,Slice Small Finance Bank Apps,2.48,0.01,394.73,2.29,3660.63,37.27,0,0,4057.84,39.57,,,
2026-01,Groww #,0.0,0.0,0.0,0.0,16201.06,18.82,0,0,16201.06,18.82,,,
2026-01,India Post Payments Bank Apps,0.0,0.0,0.0,0.0,1999.27,18.75,0,0,1999.28,18.75,,,
2026-01,IDFC Bank Apps,0.12,0.02,25.14,3.47,3290.34,14.26,0,0,3315.6,17.75,,,
2026-01,Airtel Payments Bank Apps,0.0,0.0,133.48,1.19,1243.5,15.96,0,0,1376.98,17.15,,,
2026-01,State Bank of India Apps,0.0,0.0,3.62,0.0,4575.6,15.6,0,0,4579.21,15.6,,,
2026-01,Bajaj Finserv #,0.0,0.0,0.0,0.0,2757.27,13.38,0,0,2757.27,13.38,,,
2026-01,Samsung Pay #,0.0,0.0,0.0,0.0,752.03,11.21,0,0,752.03,11.21,,,
2026-01,POP UPI,0.0,0.0,0.0,0.0,686.09,8.5,0,0,686.09,8.5,,,
2026-01,RBL Bank Apps,39.26,0.13,4110.58,7.63,215.76,0.54,0,0,4365.61,8.29,,,
2026-01,Federal Bank Apps,0.0,0.0,5.07,0.0,2011.26,7.51,0,0,2016.33,7.52,,,
2026-01,Jio Payments Bank Apps,0.0,0.0,0.0,0.0,456.14,6.57,0,0,456.14,6.57,,,
2026-01,Jupiter Money #,0.0,0.0,0.0,0.0,982.03,5.93,0,0,982.03,5.93,,,
2026-01,Deutsche Bank Apps,0.17,0.0,815.57,5.26,37.67,0.03,0,0,853.4,5.29,,,
2026-01,Canara Bank Apps,0.0,0.0,0.0,0.0,1110.65,4.14,0,0,1110.65,4.14,,,
2026-01,Ind Money #,0.0,0.0,0.0,0.0,1336.23,4.01,0,0,1336.23,4.01,,,
2026-01,Flipkart UPI #,0.0,0.0,0.0,0.0,163.55,3.09,0,0,163.55,3.09,,,
2026-01,Kiwi #,0.0,0.0,0.0,0.0,474.14,3.04,0,0,474.14,3.04,,,
2026-01,Suryoday Bank Apps,2.01,0.03,4.05,2.97,0.0,0.0,0,0,6.05,3.0,,,
2026-01,NSDL Payments Bank Apps,5.59,0.08,362.22,2.68,15.34,0.18,0,0,383.15,2.94,,,
2026-01,Money View #,0.0,0.0,0.0,0.0,143.19,2.61,0,0,143.19,2.61,,,
2026-01,Fi Money #,0.0,0.0,0.0,0.0,373.44,2.5,0,0,373.44,2.5,,,
2026-01,Bharat Pe #,0.0,0.0,0.0,0.0,218.56,2.48,0,0,218.56,2.48,,,
2026-01,Jammu and Kashmir Bank Apps,0.0,0.0,0.0,0.0,371.79,2.46,0,0,371.79,2.46,,,
2026-01,KreditBee #,0.0,0.0,0.0,0.0,120.02,2.21,0,0,120.02,2.21,,,
2026-01,Shri Ram One #,0.0,0.0,0.0,0.0,148.12,1.98,0,0,148.12,1.98,,,
2026-01,Omni Card,0.0,0.0,0.0,0.0,121.46,1.94,0,0,121.46,1.94,,,
2026-01,Punjab National Bank Apps,0.0,0.0,0.0,0.0,479.04,1.85,0,0,479.04,1.85,,,
2026-01,Aditya Birla Capital Digital #,0.0,0.0,0.0,0.0,26.15,1.58,0,0,26.15,1.58,,,
2026-01,Bank of Baroda Apps,8.44,0.0,0.0,0.0,430.07,1.57,0,0,438.51,1.57,,,
2026-01,Timepay #,0.0,0.0,0.0,0.0,27.49,1.51,0,0,27.49,1.51,,,
2026-01,Indian Bank Apps,90.12,0.09,0.0,0.0,358.89,1.41,0,0,449.01,1.49,,,
2026-01,IndusInd Bank Apps,0.02,0.0,88.26,0.82,145.53,0.54,0,0,233.81,1.37,,,
2026-01,Digikhata,0.0,0.0,0.0,0.0,465.91,1.35,0,0,465.91,1.35,,,
2026-01,HSBC Bank Apps,0.19,0.01,3.4,0.52,150.62,0.73,0,0,154.21,1.26,,,
2026-01,Union Bank Apps,0.0,0.0,0.0,0.0,286.52,0.99,0,0,286.52,0.99,,,
2026-01,South Indian Bank Apps,0.0,0.0,0.0,0.0,289.61,0.92,0,0,289.61,0.92,,,
2026-01,ESAF Small Finance Bank Apps,0.0,0.0,0.0,0.0,102.33,0.9,0,0,102.33,0.9,,,
2026-01,AU Small Finance Bank Apps,0.0,0.0,0.92,0.0,281.4,0.86,0,0,282.32,0.86,,,
2026-01,Kredit Pe #,0.0,0.0,0.0,0.0,60.31,0.66,0,0,60.31,0.66,,,
2026-01,UCO Bank Apps,0.0,0.0,0.0,0.0,170.83,0.61,0,0,170.83,0.61,,,
2026-01,One Card #,0.0,0.0,0.0,0.0,734.23,0.61,0,0,734.23,0.61,,,
2026-01,DBS Digibank Apps,1.23,0.0,44.07,0.06,187.45,0.54,0,0,232.75,0.6,,,
2026-01,Jar #,0.0,0.0,0.0,0.0,15.68,0.53,0,0,15.68,0.53,,,
2026-01,Rapipay,0.0,0.0,0.0,0.0,40.91,0.5,0,0,40.91,0.5,,,
2026-01,Central Bank of India Apps,0.0,0.0,0.0,0.0,165.59,0.48,0,0,165.59,0.48,,,
2026-01,Fino Payments Bank Apps,0.0,0.0,0.0,0.0,46.59,0.46,0,0,46.59,0.46,,,
2026-01,Standard Chartered Bank Apps,0.22,0.0,16.64,0.33,107.21,0.13,0,0,124.07,0.46,,,
2026-01,Salary Se #,0.0,0.0,0.0,0.0,33.35,0.46,0,0,33.35,0.46,,,
2026-01,Freo #,0.0,0.0,0.0,0.0,38.48,0.4,0,0,38.48,0.4,,,
2026-01,Spice Money,0.0,0.0,0.0,0.0,35.36,0.39,0,0,35.36,0.39,,,
2026-01,Oxymoney,0.0,0.0,1.68,0.36,0.04,0.0,0,0,1.71,0.37,,,
2026-01,Tata Pay #,0.0,0.0,0.0,0.0,127.17,0.35,0,0,127.17,0.35,,,
2026-01,Bank of India Apps,0.0,0.0,0.0,0.0,110.33,0.34,0,0,110.33,0.34,,,
2026-01,Karnataka Bank Apps,0.0,0.0,0.0,0.0,69.24,0.29,0,0,69.24,0.29,,,
2026-01,Dhani,0.0,0.0,0.0,0.0,9.1,0.21,0,0,9.1,0.21,,,
2026-01,True Balance,0.0,0.0,0.0,0.0,7.27,0.21,0,0,7.27,0.21,,,
2026-01,IDBI Bank Apps,0.0,0.0,0.0,0.0,97.89,0.2,0,0,97.89,0.2,,,
2026-01,Obopay,0.0,0.0,0.0,0.0,28.32,0.18,0,0,28.32,0.18,,,
2026-01,Indian Overseas Bank Apps,0.0,0.0,0.0,0.0,51.36,0.18,0,0,51.36,0.18,,,
2026-01,Saathi by PayNearBy #,0.0,0.0,0.0,0.0,19.74,0.17,0,0,19.74,0.17,,,
2026-01,Karur Vysya Bank Apps,0.0,0.0,0.0,0.0,49.25,0.14,0,0,49.25,0.14,,,
2026-01,Payworld,0.0,0.0,0.0,0.0,10.57,0.11,0,0,10.57,0.11,,,
2026-01,Tamilnad Mercantile Bank Apps,0.0,0.0,0.0,0.0,41.01,0.11,0,0,41.01,0.11,,,
2026-01,TwidPay #,0.0,0.0,0.0,0.0,12.15,0.1,0,0,12.15,0.1,,,
2026-01,Bank of Maharashtra Apps,0.0,0.0,0.0,0.0,25.7,0.07,0,0,25.7,0.07,,,
2026-01,Cheq,0.0,0.0,0.0,0.0,6.43,0.07,0,0,6.43,0.07,,,
2026-01,City Union Bank Apps,0.0,0.0,0.0,0.0,28.62,0.07,0,0,28.62,0.07,,,
2026-01,Equitas Small Finance Bank Apps,0.0,0.0,0.0,0.0,14.87,0.06,0,0,14.87,0.06,,,
2026-01,Curie Money,0.0,0.0,0.0,0.0,3.14,0.05,0,0,3.14,0.05,,,
2026-01,Unity Small Finance Bank Apps,0.0,0.0,0.0,0.0,15.24,0.05,0,0,15.24,0.05,,,
2026-01,Ultracash #,0.0,0.0,0.0,0.0,3.61,0.05,0,0,3.61,0.05,,,
2026-01,LXME #,0.0,0.0,0.0,0.0,3.33,0.04,0,0,3.33,0.04,,,
2026-01,Fave,0.0,0.0,0.0,0.0,7.47,0.04,0,0,7.47,0.04,,,
2026-01,Punjab Sind Bank Apps,0.0,0.0,0.0,0.0,15.58,0.03,,,15.58,0.03,,,
2026-01,Others,7.38,0.17,0.0,0.0,253.26,2.81,,,260.65,2.98,,,
2026-02,Phone Pe #,0.0,0.0,0.0,0.0,1310392.95,9284.22,0,0,1310392.95,9284.22,,,
2026-02,Google Pay #,0.0,0.0,0.0,0.0,903051.6,6767.14,0,0,903051.6,6767.14,,,
2026-02,Paytm #,0.0,0.0,0.0,0.0,174128.86,1595.09,0,0,174128.86,1595.09,,,
2026-02,Navi #,0.0,0.0,0.0,0.0,36563.0,650.28,0,0,36563.0,650.28,,,
2026-02,super.money #,0.0,0.0,0.0,0.0,12314.08,289.32,0,0,12314.08,289.32,,,
2026-02,BHIM,0.0,0.0,0.0,0.0,21263.92,175.93,0,0,21263.92,175.93,,,
2026-02,FamApp by Trio #,0.0,0.0,0.0,0.0,1898.62,149.06,0,0,1898.62,149.06,,,
2026-02,Cred #,0.0,0.0,0.0,0.0,54045.92,145.98,0,0,54045.92,145.98,,,
2026-02,Axis Bank Apps,10.89,0.07,7381.58,105.94,4765.47,26.1,0,0,12157.93,132.11,,,
2026-02,Whatsapp #,0.0,0.0,0.0,0.0,8557.08,112.89,0,0,8557.08,112.89,,,
2026-02,Kotak Mahindra Bank Apps,0.0,0.0,0.22,0.01,12295.68,102.0,0,0,12295.9,102.0,,,
2026-02,Amazon Pay #,0.0,0.0,0.0,0.0,9288.21,75.81,0,0,9288.21,75.81,,,
2026-02,HDFC Bank Apps,0.3,0.0,5333.5,37.13,9915.03,29.81,0,0,15248.82,66.94,,,
2026-02,Mobikwik #,0.0,0.0,0.0,0.0,7509.87,65.81,0,0,7509.87,65.81,,,
2026-02,Slice Small Finance Bank Apps,4.34,0.01,425.0,2.58,3775.84,39.98,0,0,4205.18,42.57,,,
2026-02,Yes Bank Apps,8.75,0.12,3340.61,38.48,2845.34,3.47,0,0,6194.7,42.07,,,
2026-02,ICICI Bank Apps,2383.12,2.37,9028.29,15.92,6802.26,21.66,,,18213.67,39.95,,,
2026-02,IDFC Bank Apps,0.19,0.01,39.16,23.91,3189.21,13.5,0,0,3228.56,37.41,,,
2026-02,Bharat Pe #,0.0,0.0,0.0,0.0,224.48,2.72,0,0,224.48,2.72,,,
2026-02,India Post Payments Bank Apps,0.0,0.0,0.0,0.0,1788.5,16.52,0,0,1788.5,16.52,,,
2026-02,Airtel Payments Bank Apps,0.0,0.0,109.15,1.04,1214.22,15.29,0,0,1323.37,16.33,,,
2026-02,Groww #,0.0,0.0,0.0,0.0,12154.86,16.3,0,0,12154.86,16.3,,,
2026-02,State Bank of India Apps,0.0,0.0,0.41,0.0,4698.1,15.7,0,0,4698.51,15.7,,,
2026-02,Bajaj Finserv #,0.0,0.0,0.0,0.0,2805.76,13.01,0,0,2805.76,13.01,,,
2026-02,Samsung Pay #,0.0,0.0,0.0,0.0,679.66,10.29,0,0,679.66,10.29,,,
2026-02,RBL Bank Apps,34.01,0.12,3981.52,9.42,201.3,0.49,0,0,4216.83,10.03,,,
2026-02,POP UPI #,0.0,0.0,0.0,0.0,662.57,8.48,0,0,662.57,8.48,,,
2026-02,Federal Bank Apps,0.0,0.0,6.19,0.0,1996.03,6.7,0,0,2002.22,6.7,,,
2026-02,Jio Payments Bank Apps,0.0,0.0,0.0,0.0,449.17,6.64,0,0,449.17,6.64,,,
2026-02,Jupiter Money #,0.0,0.0,0.0,0.0,897.61,5.35,0,0,897.61,5.35,,,
2026-02,Deutsche Bank Apps,0.14,0.0,759.08,4.82,32.16,0.03,0,0,791.38,4.85,,,
2026-02,Ind Money #,0.0,0.0,0.0,0.0,1096.38,3.7,0,0,1096.38,3.7,,,
2026-02,Canara Bank Apps,0.0,0.0,0.0,0.0,972.59,3.61,0,0,972.59,3.61,,,
2026-02,Money View #,0.0,0.0,0.0,0.0,157.81,2.83,0,0,157.81,2.83,,,
2026-02,Kiwi #,0.0,0.0,0.0,0.0,434.15,2.65,0,0,434.15,2.65,,,
2026-02,Jammu and Kashmir Bank Apps,0.0,0.0,0.0,0.0,394.59,2.65,0,0,394.59,2.65,,,
2026-02,KreditBee #,0.0,0.0,0.0,0.0,142.33,2.44,0,0,142.33,2.44,,,
2026-02,Flipkart UPI #,0.0,0.0,0.0,0.0,115.59,2.39,0,0,115.59,2.39,,,
2026-02,Suryoday Bank Apps,2.94,0.03,10.35,2.34,0.0,0.0,0,0,13.3,2.37,,,
2026-02,Punjab National Bank Apps,0.0,0.0,0.0,0.0,536.12,1.96,0,0,536.12,1.96,,,
2026-02,Fi Money #,0.0,0.0,0.0,0.0,299.83,1.92,0,0,299.83,1.92,,,
2026-02,Aditya Birla Capital Digital #,0.0,0.0,0.0,0.0,25.79,1.87,0,0,25.79,1.87,,,
2026-02,Timepay #,0.0,0.0,0.0,0.0,21.55,1.23,0,0,21.55,1.23,,,
2026-02,Omni Card,0.0,0.0,0.0,0.0,92.21,1.77,0,0,92.21,1.77,,,
2026-02,Indian Bank Apps,117.24,0.12,0.0,0.0,338.37,1.33,0,0,455.61,1.45,,,
2026-02,Bank of Baroda Apps,18.17,0.0,0.0,0.0,407.57,1.44,0,0,425.74,1.44,,,
2026-02,Digikhata,0.0,0.0,0.0,0.0,472.46,1.31,0,0,472.46,1.31,,,
2026-02,HSBC Bank Apps,0.33,0.01,3.06,0.48,144.93,0.76,0,0,148.32,1.25,,,
2026-02,IndusInd Bank Apps,0.04,0.0,65.34,0.68,131.85,0.49,0,0,197.23,1.17,,,
2026-02,NSDL Payments Bank Apps,1.74,0.02,263.13,0.8,12.95,0.14,0,0,277.82,0.96,,,
2026-02,AU Small Finance Bank Apps,0.0,0.0,0.68,0.0,276.39,0.85,0,0,277.08,0.85,,,
2026-02,Union Bank Apps,0.0,0.0,0.0,0.0,241.03,0.84,0,0,241.03,0.84,,,
2026-02,South Indian Bank Apps,0.0,0.0,0.0,0.0,266.22,0.84,0,0,266.22,0.84,,,
2026-02,Freo #,0.0,0.0,0.0,0.0,72.69,0.77,0,0,72.69,0.77,,,
2026-02,Shri Ram One #,0.0,0.0,0.0,0.0,82.45,0.71,0,0,82.45,0.71,,,
2026-02,Kredit Pe #,0.0,0.0,0.0,0.0,58.61,0.67,0,0,58.61,0.67,,,
2026-02,Jar #,0.0,0.0,0.0,0.0,19.07,0.63,0,0,19.07,0.63,,,
2026-02,UCO Bank Apps,0.0,0.0,0.0,0.0,161.22,0.57,0,0,161.22,0.57,,,
