period,beneficiary_bank,cb_ratio,chargebacks_accepted_during_the_month,chargebacks_received_during_the_month,code,representment_raised_during_the_month,total_txns_during_the_month,type_name
2025-05,Prathamik Shikshak Sahakari Bank Ltd Satara,0.0,0,0,PSS,0,1747,
2025-05,Solapur Siddheshwar Sahakari Bank Ltd,0.0,0,0,SLP,0,1518,
2025-05,OBOPAY MOBILE TECHNOLOGY INDIA PVT LTD,0.0,0,0,OBP,0,1448,
2025-05,LIC Employees Co-operative Bank Ltd,0.0,0,0,LEC,0,1377,
2025-05,EBIX PAYMENT SERVICES PRIVATE LIMITED,0.0,0,0,EBI,0,1365,
2025-05,Unimoni Financial Service Pvt Ltd,0.0,0,0,UMP,0,1349,
2025-05,BASODA NAGRIK SAHKARI BANK LTD,0.0,0,0,BAS,0,1298,
2025-05,The Payyanur Co Operative Town Bank Ltd Payyanur,0.0,0,0,PTB,0,1267,
2025-05,The Azad Coop Bank Ltd Gadag,0.0,0,0,AZA,0,1262,
2025-05,Indian Bank Credit Card,0.0,0,0,IBC,0,1250,
2025-05,The Rayat Sevak Co-Operative Bank Limited,0.0,0,0,RSL,0,1218,
2025-05,THE SANKHEDA NAGARIK SAHAKARI BANKLTD,0.0,0,0,SNL,0,1209,
2025-05,Slice Small Finance Bank,0.0,0,0,NEH,0,1193,
2025-05,Indian Bank CC,0.0,0,0,IBD,0,1009,
2025-05,DHULE VIKAS SAHAKARI BANK LTD,0.0,0,0,DVS,0,963,
2025-05,NIDHI CO OPERATIVE BANK LTD _ NID,0.0,0,0,NID,0,961,
2025-05,DEVELOPMENT CO OPERATIVE BANK LTD KANPUR,0.0,0,0,DBK,0,848,
2025-05,Astha Mahila Nagrik Sahakari Bank Maryadit,0.0,0,0,AMM,0,798,
2025-05,Bank of Baroda Credit Line,0.0,0,0,BCL,0,687,
2025-05,Shramik Nagrik Sahkari Bank Ltd,0.0,0,0,SHN,0,683,
2025-05,THE UTTARSANDA PEOPLES COOP BANK LTD UTTARSANDA,0.0,0,0,UTS,0,603,
2025-05,Kotak Mahindra Bank,0.0,0,0,KKM,0,568,
2025-05,Mugberia Central Co-operative Bank Ltd,0.0,0,0,MUG,0,541,
2025-05,TIRUMALA CO-OPERATIVE URBAN BANKLTD _ TCL,0.0,0,0,TCL,0,534,
2025-05,Tamilnad Mercantile Bank Limited,0.0,0,0,TMC,0,474,
2025-05,City Union Bank Limited Credit Card,0.0,0,0,UCC,0,448,
2025-05,Federal Bank,0.0,0,0,FBB,0,447,
2025-05,The Balusseri Cooperative Urban Bank Ltd NoLL27,0.0,0,0,BAL,0,397,
2025-05,Standard Urban Co-Op. Bank (Aurangabad) Ltd,0.0,0,0,SUA,0,392,
2025-05,Shri Kanyaka Nagari Sahakari Bank Ltd,0.0,0,0,SKN,0,385,
2025-05,PINE LABS PRIVATE LIMITED,0.0,0,0,PLP,0,350,
2025-05,The Accountant General Office Employees Co-OperativeBank Limited,0.0,0,0,AGO,0,310,
2025-05,Hindon Mercantile Ltd,0.0,0,0,HML,0,299,
2025-05,PAYU PAYMENTS PRIVATE LIMITED,0.0,0,0,PPP,0,278,
2025-05,City Union Bank,0.0,0,0,CCU,0,263,
2025-05,Bank Of India,0.0,0,0,BOJ,0,252,
2025-05,FINO Payment bank,0.0,0,0,FPL,0,107,
2025-05,Paul Merchants Finance Private Limited,0.0,0,0,PFP,0,102,
2025-05,Axis Bank Freecharge,0.0,0,0,AXP,0,84,
2025-05,City Union Bank Limited Credit Line,0.0,0,0,UBL,0,72,
2025-05,Transaction Analysts India Pvt Ltd,0.0,0,0,TRA,0,61,
2025-05,Indian Bank Credit Line,0.0,0,0,IBA,0,58,
2025-05,Central Bank of India,0.0,0,0,CBN,0,58,
2025-05,510 Army Base W/S Credit Coop Primary Bank Ltd,0.0,0,0,ARM,0,52,
2025-05,Unity Small Finance Bank Limited,0.0,0,0,USH,0,35,
2025-05,ESAF SMALL FINANCE BANK LIMITED Credit Card,0.0,0,0,ESF,0,24,
2025-05,NSDL Payments Bank,0.0,0,0,NPD,0,22,
2025-05,State Bank of India - Application,0.0,0,0,SBS,0,17,
2025-05,ARIHANT URBAN COOPERATIVE BANK LTD,0.0,0,0,AUC,0,15,
2025-05,DCB Bank Ezetap,0.0,0,0,EZE,0,14,
2025-05,HDFC Secondary Market Org,0.0,0,0,HDS,0,14,
2025-05,NSDL Payments Bank,0.0,0,0,NPT,0,13,
2025-05,Tamilnad Mercantile Bank,0.0,0,0,TCN,0,13,
2025-05,Canara Bank,0.0,0,0,CRL,0,12,
2025-05,Dreampurse Technologies Pvt Ltd,0.0,0,0,DTP,0,9,
2025-05,ICICI UPI CBDC,0.0,0,0,ICB,0,4,
2025-05,Vani Merchant Co-op Bank,0.0,0,0,VMB,0,4,
2025-05,HDFC Bank Credit Line HCO,0.0,0,0,HCO,0,3,
2025-05,Phone Pe ICICI,0.0,0,0,ICP,0,3,
2025-05,Yes Bank,0.0,0,0,YSC,0,3,
2025-05,The South Indian Bank Limited,0.0,0,0,SIE,0,2,
2025-05,HDFC Bank Credit Line HCL,0.0,0,0,HCL,0,2,
2025-05,HDFC Bank Credit Card,0.0,0,0,HCA,0,1,
2025-05,State bank of India - NETS,0.0,0,0,SIN,0,1,
2025-05,BANK OF MAURITIUS,0.0,0,0,BMI,0,1,
2025-05,Paytm Payments Bank Limited PYI,0.0,0,0,PYI,0,1,
2025-05,GIPL (Slice),0.0,0,0,GPI,0,1,
2025-05,HDFC Bank Credit Line HCM,0.0,0,0,HCM,0,1,
2025-05,HDFC Bank New Mobile,0.0,0,0,HNM,0,1,
2025-06,YES BANK PHONEPE,0.0002,319,9423,YES,9104,4108769290,
2025-06,YES BANK LIMITED YBS,0.0006,8343,17987,YBS,9644,3149465411,
2025-06,State Bank of India,0.0007,901,13297,SBI,12396,1940773298,
2025-06,Axis Bank,0.0011,2955,18059,AXB,15104,1675270691,
2025-06,HDFC Bank,0.0015,5666,12587,HDF,6921,830443307,
2025-06,YES BANK PTY,0.0004,1590,2839,YOM,1249,781042286,
2025-06,Bank of Baroda,0.0004,492,2014,BOB,1522,513634567,
2025-06,ICICI Bank LTD GTI,0.0024,3759,11650,GTI,7891,478592235,
2025-06,Union Bank Of India,0.0001,6,552,UOB,546,468192096,
2025-06,Punjab national Bank,0.0001,0,605,PNB,605,451779696,
2025-06,Canara Bank,0.0002,12,737,CNB,725,440901232,
2025-06,Federal Bank,0.0005,26,2038,FBL,2012,386937867,
2025-06,AIRTEL PAYMENTS BANK LIMITED,0.003,5119,11070,ARL,5951,365502146,
2025-06,Kotak Mahindra Bank,0.0009,2264,3176,KMB,912,363760150,
2025-06,Indian Bank,0.0007,201,1949,INB,1748,289192526,
2025-06,INDIA POST PAYMENTS BANK LIMITED,0.0003,4,765,IPB,761,281445845,
2025-06,Phone Pe-APP,0.0006,119,1613,APP,1494,266052878,
2025-06,Bank Of India,0.001,20,2674,BOI,2654,261207875,
2025-06,YES BANK JUSPAY,0.001,860,1834,YJU,974,191379235,
2025-06,HDFC Bank Ltd _ HFB,0.0002,0,320,HFB,320,182753159,
2025-06,ICICI Bank,0.0005,661,888,ICI,227,163857072,
2025-06,Indian Overseas Bank,0.0018,49,2896,IOB,2847,156570294,
2025-06,Central Bank of India,0.0002,0,254,CBI,254,131754980,
2025-06,UCO Bank,0.0002,1,177,UCO,176,116711236,
2025-06,Airtel Payments Bank Limited AIR,0.0036,1482,3955,AIR,2473,110663804,
2025-06,Fino Payments Bank Limited FIP,0.0025,1306,2700,FIP,1394,109595246,
2025-06,Indusind Bank IDN,0.0023,953,2462,IDN,1509,105081507,
2025-06,IDBI Bank,0.0035,44,3498,IDB,3454,100224593,
2025-06,Unity Small Finance Bank Limited Acquirer,0.0003,0,240,USC,240,93370214,
2025-06,Bank of Maharashtra,0.0011,0,956,BOM,956,88866197,
2025-06,Karnataka Bank,0.0021,12,1584,KTB,1572,76376720,
2025-06,YES Bank MGS M,0.0157,5935,11788,YMG,5853,75290676,
2025-06,Indusind Bank,0.0008,31,541,IIB,510,72089614,
2025-06,The Jammu & Kashmir Bank Limited,0.0027,12,1675,JKB,1663,61951291,
2025-06,Tri O Tech Solutions Private Limited,0.0003,0,178,TOT,178,56536620,
2025-06,ONE MOBIKWIK SYSTEMS LIMITED,0.0008,1,444,MBK,443,53265409,
2025-06,Bandhan Bank limited,0.0002,9,116,BDN,107,52404288,
2025-06,IDFC First Bank Ltd,0.0009,170,463,IDC,293,51024129,
2025-06,Karur Vysya Bank,0.0002,2,71,KVB,69,46779648,
2025-06,The South Indian Bank Limited,0.0003,46,130,SIB,84,44451759,
2025-06,NSDL Payments Bank Limited Acquirer,0.0011,210,433,NPL,223,39801041,
2025-06,JIO PAYMENTS BANK LTD,0.0012,206,489,JIO,283,39773324,
2025-06,Tamilnad Mercantile Bank Limited,0.001,9,378,TMB,369,38332185,
2025-06,AU SMALL FINANCE BANK,0.0003,38,97,AUS,59,34851355,
2025-06,RBL Bank Limited,0.0206,1319,6765,RNB,5446,32818424,
2025-06,City Union Bank,0.0021,4,686,CUB,682,32113970,
2025-06,Amazon RBL,0.0014,62,409,RBA,347,30157004,
2025-06,KERALA GRAMIN BANK,0.0037,0,1010,KLG,1010,27328963,
2025-06,Punjab and Sind Bank,0.0013,0,355,PSB,355,26914777,
2025-06,UJJIVAN SMALL FINANCE BANK LIMITED,0.0003,1,89,UIJ,88,26855182,
2025-06,SURYODAY SMALL FINANCE BANK LIMITED,0.0149,347,3914,SSF,3567,26244325,
2025-06,Baroda U.P. Bank (Erstwhile Baroda Uttar Pradesh Gramin Bank),0.0007,1,166,BUB,165,22711362,
2025-06,SBI Payment Services private Ltd,0.0035,128,782,SBO,654,22298263,
2025-06,CITIBANK CORPORATE,0.0018,2,393,CIT,391,21827071,
2025-06,RBL Juspay,0.0013,255,267,RBJ,12,19786699,
2025-06,TELANGANA GRAMEENA BANK,0.0001,0,24,TGB,24,19397282,
2025-06,Karnataka Gramin Bank (Erstwhile Pragathi Krishna Gramin Bank),0.0007,1,123,PKB,122,17037373,
2025-06,Axis Bank _ ABR,0.0044,385,706,ABR,321,16175946,
2025-06,Maharashtra Gramin Bank,0.0002,0,24,MGB,24,15955750,
2025-06,Andhra Pragathi Grameena Bank,0.0001,0,20,AND,20,15382605,
2025-06,ESAF SMALL FINANCE BANK LTD,0.0,0,1,EAF,1,15281722,
2025-06,NSDL Payments Bank Limited,0.0004,1,54,NSD,53,14769890,
2025-06,EQUITAS SMALL FINANCE BANK,0.0005,4,77,EQT,73,14532293,
2025-06,Rajasthan Marudhara Gramin Bank,0.0002,0,29,RMG,29,14165384,
2025-06,DBS Bank India Limited,0.0004,0,48,DBS,48,11811273,
2025-06,Prathama UP Gramin Bank (Erstwhile Sarva UP Gramin Bank),0.0004,0,50,SUB,50,11478659,
2025-06,SARVA HARYANA GRAMIN BANK,0.0005,0,52,SBG,52,11333285,
2025-06,Karnataka Vikas Grameena Bank,0.0004,0,36,KVG,36,9754474,
2025-06,Saraswat Co-operative Bank,0.0001,0,7,SRC,7,9297923,
2025-06,Dakshin Bihar Gramin Bank (Erstwhile Madhya Bihar Gramin Bank),0.0003,1,31,MBB,30,9152334,
2025-06,UTKARSH SMALL FINANCE BANK LIMITED,0.0027,46,225,USF,179,8189906,
2025-06,Slice Small Finance Bank Ltd,0.0065,2,495,NES,493,7648159,
2025-06,Axis Bank Setu,0.0028,89,204,ASU,115,7344688,
2025-06,CHHATTISGARH RAJYA GRAMIN BANK,0.0001,0,5,CHB,5,6586662,
2025-06,HSBC Bank,0.0025,1,155,HSB,154,6223426,
2025-06,Dhanalakshmi Bank,0.0004,1,22,DLB,21,5899904,
2025-06,MIZORAM RURAL BANK,0.0001,4,3,MZR,-1,5691640,
2025-06,Union Bank of India (Erstwhile Andhra bank),0.0026,4,148,ANB,144,5643618,
2025-06,Standard Chartered Bank,0.0048,6,255,SCB,249,5350907,
2025-06,DCB Bank Ltd,0.0006,0,30,DCB,30,5286412,
2025-06,Andhra Pradesh Grameena Vikas Bank - IMPS,0.0,0,2,APV,2,4993054,
2025-06,CHAITANYA GODAVARI GRAMEENA BANK,0.0,1,1,CGG,0,4772598,
2025-06,JANA SMALL FINANCE BANK LTD,0.001,0,48,JSF,48,4734361,
2025-06,CSB Bank Limited,0.0015,12,70,CSB,58,4708697,
2025-06,TJSB SAHAKARI BANK LIMITED,0.0008,1,36,TSB,35,4450020,
2025-06,Jharkhand Rajya Gramin Bank (Erstwhile Vananchal Gramin Bank),0.0008,0,37,VGB,37,4420931,
2025-06,The Cosmos Co-Operative Bank Ltd,0.0008,23,36,COB,13,4279120,
2025-06,Uttarakhand Gramin Bank - IMPS,0.0018,0,67,UKG,67,3729227,
2025-06,Indusind Bank M2P,0.0014,0,52,IBB,52,3637806,
2025-06,Abhyudaya Co-operative Bank,0.0052,0,181,ACB,181,3487704,
2025-06,Axis Bank _ ABT,0.001,9,33,ABT,24,3450556,
2025-06,PUNJAB GRAMIN BANK,0.0005,1,17,PGB,16,3403964,
2025-06,THE SHAMRAO VITHAL COOPERATIVE BANK LTD,0.0003,0,11,SVC,11,3370782,
2025-06,ASSAM GRAMIN VIKASH BANK,0.0,0,1,AMG,1,3335131,
2025-06,Appnit Technologies Private Limited,0.0225,14,688,APT,674,3051787,
2025-06,The Gayatri Co-operative Urban Bank Ltd.,0.0008,0,24,GYB,24,2843982,
2025-06,THE BHARAT CO OPERATIVE BANK MUMBAI LTD,0.0001,0,4,BHB,4,2819214,
2025-06,PAYPOINT INDIA NETWORK PRIVATE LIMITED,0.0346,539,939,PPN,400,2715354,
2025-06,Janata Sahakari Bank,0.0001,1,3,JSB,2,2713580,
2025-06,The Kerala State Co-operative Bank Ltd,0.0001,2,3,KRS,1,2489516,
2025-06,Baroda Gujarat Gramin Bank,0.0003,0,7,BGI,7,2461624,
2025-06,JAMMU AND KASHMIR GRAMEEN BANK,0.0006,0,15,JKG,15,2427610,
2025-06,Slice Small Finance Bank Acquirer,0.0004,3,10,NEF,7,2389653,
2025-06,HIMACHAL PRADESH GRAMIN BANK,0.0001,0,2,HGB,2,2369063,
2025-06,G P Parsik Sahakari Bank Ltd,0.0003,0,7,GPB,7,2145731,
2025-06,The Banaskantha District Central Co-Op. Bank Ltd.,0.0001,1,3,BKD,2,2085145,
2025-06,Tamil Nadu Grama Bank,0.0031,0,64,TNG,64,2058412,
2025-06,YES Bank - Amazon pay,0.0016,0,30,YBA,30,1822315,
2025-06,The Nainital Bank Ltd,0.0003,0,5,NTB,5,1768845,
2025-06,Saurashtra Gramin Bank-IMPS,0.0001,0,2,SAG,2,1568924,
2025-06,TRIPURA GRAMIN BANK,0.0001,0,2,TIR,2,1567352,
2025-06,The Satara District Central Co-Op. Bank Ltd.,0.0023,0,33,STA,33,1409884,
2025-06,Aryavart Bank,0.0042,2,58,ARY,56,1396344,
2025-06,The Himachal Pradesh State Cooperative Bank Ltd.,0.0023,4,31,HPB,27,1345676,
2025-06,MEGHALAYA RURAL BANK,0.0001,0,1,MRB,1,1300577,
2025-06,Saptagiri Grameena Bank,0.0002,0,2,SGB,2,1300458,
2025-06,Ahmedabad District Cooperative Bank,0.0001,0,1,AHD,1,1277632,
2025-06,RAJKOT NAGARIK SAHAKARI BANK LTD,0.0002,1,2,RKN,1,1257545,
2025-06,The Thane Dist Central Co op. Bank Ltd,0.0006,1,7,TDC,6,1168936,
2025-06,Kalyan Janata Sahakari Bank,0.0014,0,16,KJB,16,1137526,
2025-06,The Kalupur Commercial Co-Op Bank Ltd,0.0014,0,16,KLB,16,1117618,
2025-06,SBM Bank India Ltd.,0.0027,5,30,SBL,25,1098609,
2025-06,Bajaj Finance Limited,0.001,0,11,BFP,11,1069156,
2025-06,Indusind Bank INS,0.0035,0,37,INS,37,1060549,
2025-06,The Sabarkantha Dist. Cent. Co.OP. Bank Ltd.,0.0002,0,2,SKD,2,1028446,
2025-06,The Kaira District Central Co-Op. Bank Ltd.,0.0007,0,7,KAI,7,1023788,
2025-06,NKGSB Co-operative Bank,0.0023,1,23,NGB,22,989948,
2025-06,The Panchmahal District Co Operative Bank Ltd,0.0002,0,2,PDC,2,965546,
2025-06,The Surat District Cooperative Bank,0.0012,0,11,TNF,11,904459,
2025-06,Mahanagar Co-operative Bank,0.0028,0,25,MNB,25,901079,
2025-06,Slice Small Finance Bank_NEG,0.0001,0,1,NEG,1,857699,
2025-06,The Adarsh Co-operative Urban Bank Ltd.,0.001,0,8,ACU,8,838762,
2025-06,Capital Small Finance Bank Ltd.,0.0002,0,2,CPF,2,804402,
2025-06,Bangiya Gramin Vikash Bank,0.0006,0,5,BGV,5,788313,
2025-06,TELANGANA STATE COOPERATIVE APEX BANK LTD,0.0023,0,18,TEL,18,785355,
2025-06,Shri Chhatrapati Rajarshi Shahu Urban Co-Op. Bank Ltd. Beed,0.0008,0,6,SRS,6,751620,
2025-06,JALGAON JANATA SAHAKARI BANK LTD JALGAON,0.001,0,7,JJS,7,706457,
2025-06,ARUNACHAL PRADESH RURAL BANK,0.0003,0,2,ARB,2,683555,
2025-06,The Baramati Sahakari Bank Limited,0.0009,0,6,BRM,6,681310,
2025-06,The Varachha Co-op Bank Ltd,0.0004,0,3,VAR,3,671903,
2025-06,MANIPUR RURAL BANK,0.0018,4,12,MNR,8,664792,
2025-06,Shivalik Small Finance Bank Limited,0.0011,0,7,SHB,7,651096,
2025-06,Deogiri Nagari Sahakari Bank Ltd,0.0003,0,2,DEO,2,645189,
2025-06,PASCHIM BANGA GRAMIN BANK,0.0002,0,1,PBG,1,589699,
2025-06,Pune District Central Co-operative Bank Ltd,0.0055,0,32,PUN,32,585010,
2025-06,Kokan Mercantile Co-Op. Bank Ltd.,0.0007,0,4,KKN,4,556546,
2025-06,Thane Bharat Sahakari Bank Ltd,0.0009,0,5,TBS,5,554297,
2025-06,Kallappanna Awade Ichalkaranji Janata Sahkari Bank,0.0026,0,14,KIB,14,539634,
2025-06,Samarth Sahakari Bank Ltd. Solapur,0.0007,0,4,SDM,4,535226,
2025-06,Unity Small Finance Bank Limited,0.0008,1,4,USB,3,502897,
2025-06,THE KARIMNAGAR DISTRICT CO OPERATIVE CENTRAL BANK LTD,0.0012,0,6,KDO,6,499641,
2025-06,THE JALGAON PEOPLES CO.OP.BANK LTD,0.0014,0,7,JAB,7,498600,
2025-06,Kolhapur Dist. Central Co-Op. Bank Ltd.,0.001,0,5,KDK,5,485653,
2025-06,Bombay Mercantile CO Operative Bank Ltd,0.0026,0,12,BMC,12,455260,
2025-06,The Greater Bombay Co-operative Bank Limited,0.0004,0,2,GBB,2,452919,
2025-06,IDBI Bank IBI,0.0007,2,3,IBI,1,425983,
2025-06,VASAI VIKAS SAHAKARI BANK LTD,0.0012,0,5,VVS,5,418994,
2025-06,The Hasti Co-op. Bank Ltd.,0.0007,0,3,HTI,3,418265,
2025-06,The Vishweshwar Sahakari Bank Ltd.,0.0012,0,5,VSI,5,416124,
2025-06,The Pochampally Co-operative Urban bank Ltd,0.0015,0,6,PPB,6,409700,
2025-06,Sindhudurg District Central Co. Op. Bank Ltd.,0.0365,13,138,SID,125,377613,
2025-06,Janakalyan Sahakari Bank Ltd.,0.0003,0,1,JKS,1,367881,
2025-06,THE MEGHALAYA COOPERATIVE APEX BANK LTD,0.0003,0,1,MGC,1,366507,
2025-06,THE SURAT PEOPLES COOP BANK LTD,0.0017,0,6,SPB,6,355826,
2025-06,The District Co-Operative Central Bank Ltd.Medak,0.0036,0,12,DCM,12,333003,
2025-06,THE KANGRA CENTRAL CO-OPERATIVE BANK LTD,0.006,0,19,KNG,19,314580,
2025-06,The Karnataka State Co-operative Apex Bank Ltd,0.0096,2,30,KSA,28,312258,
2025-06,Darussalam Co-Operative Urban Bank Ltd.,0.0003,0,1,DSM,1,305022,
2025-06,Shri Rajkot District Co-Operative Bank Ltd.,0.0007,0,2,RKT,2,289661,
2025-06,The Ajara Urban Co op Bank Ltd,0.0007,0,2,AJB,2,282888,
2025-06,Suvarnayug Sahakari Bank Ltd.,0.0018,0,5,SYG,5,280606,
2025-06,Bhagini Nivedita Sahakari Bank Ltd,0.0011,0,3,BNS,3,276010,
2025-06,Rajarshi Shahu Sahakari Bank Ltd,0.004,1,11,RJH,10,275908,
2025-06,Vikas Souharda Co operative Bank Ltd,0.0004,0,1,VIK,1,270647,
2025-06,Ambajogai Peoples Co-Operative Bank Ltd,0.0004,0,1,AMB,1,256577,
2025-06,SHREE KADI NAGARIK SAHAKARI BANK LTD,0.0004,0,1,SHK,1,256141,
2025-06,Ahmednagar Merchants Co-Op Bank Ltd,0.0004,0,1,AHM,1,254456,
2025-06,Sadhana Sahakari Bank Ltd,0.0004,0,1,SDS,1,252307,
2025-06,THE BARODA CENTRAL COOP BANK LTD,0.0004,0,1,BDB,1,251349,
2025-06,Pune Peoples Co operative Bank Ltd,0.0055,1,13,PPO,12,235213,
2025-06,Model Co-Op. Bank Ltd.,0.0017,0,4,MOC,4,235160,
2025-06,THE MUSLIM COOPERATIVE BANK LTD PUNE,0.0004,0,1,MSL,1,229929,
2025-06,Sant Sopankaka Sahakari Bank Ltd,0.0004,0,1,SSP,1,229676,
2025-06,The Gadchiroli District Central Co-Op. Bank Ltd.,0.0004,0,1,GHD,1,229654,
2025-06,Smriti Nagrik Sahakari Bank Maryadit Mandsaur,0.0005,0,1,SNB,1,205684,
2025-06,THE NALGONDA DIST CO-OP CENTRAL BANK LTD,0.0005,0,1,NDC,1,204070,
2025-06,Deendayal Nagri Sahakari Bank Ltd,0.0015,0,3,DNS,3,194566,
2025-06,DINDIGUL DISTRICT CENTRAL COOPERATIVE BANK,0.0005,1,1,DDL,0,194012,
2025-06,Ambarnath Jai Hind Co Operative Bank Ltd,0.0119,0,23,AJC,23,193684,
2025-06,The Khamgaon Urban Co-Operative Bank Ltd,0.0005,0,1,KHM,1,191313,
2025-06,Prime Co-Operative Bank Ltd,0.0005,0,1,PCO,1,190735,
2025-06,SHARAD SAHAKARI BANK LTD,0.0005,0,1,SSM,1,190382,
2025-06,Poornawdi Nagrik Sahakari Bank Ltd,0.0027,0,5,PWN,5,186713,
2025-06,The SUTEX Co-operative Bank Ltd,0.0022,0,4,SUX,4,185507,
2025-06,Jila sahakari Kendriya Bank Mydt Durg,0.0005,0,1,JSD,1,182624,
2025-06,The Banaskantha Mercantile Co-Operative Bank Ltd.,0.0017,0,3,BKM,3,181149,
2025-06,Sunderlal Sawji Urban Co-Op Bank Ltd,0.0022,0,4,SND,4,180897,
2025-06,Citizen Credit Co-Operative Bank Ltd.,0.0006,0,1,CCC,1,176627,
2025-06,The Chittoor District Co-op Central Bank Ltd,0.0006,0,1,CDL,1,176152,
2025-06,SAIBABA NAGARI SAHAKARI BANK MARYADIT SAILU,0.0006,1,1,SBN,0,174313,
2025-06,Shri Veershaiv Co-operative Bank Ltd,0.0006,0,1,SVB,1,166880,
2025-06,Jila Sahkari Kendriya Bank Maryadit Khargone,0.0006,0,1,JKK,1,166371,
2025-06,Kotak Mahindra Bank Ltd _ KKM,0.0325,52,54,KKM,2,166098,
2025-06,SPICE MONEY LIMITED,0.0018,0,3,SPM,3,163360,
2025-06,Dhanera Mercantile Co-op Bank Ltd,0.0012,0,2,DMC,2,163068,
2025-06,SHREE WARANA SAHAKARI BANK LTD,0.0019,0,3,SWS,3,159038,
2025-06,Vaishya Nagari Sahakari Bank Ltd,0.0006,0,1,VNP,1,158989,
2025-06,Arvind Sahakari Bank Ltd,0.0032,0,5,ARS,5,157478,
2025-06,Bhadradri Co-Operative Urban Bank Ltd,0.0006,0,1,BDR,1,157309,
2025-06,Rajarambapu Sahakari Bank Ltd Peth,0.0026,2,4,RBB,2,156227,
2025-06,Puduvai Bharathiar Grama Bank,0.002,0,3,PBB,3,151175,
2025-06,Lonavala Sahakari Bank Ltd,0.0014,0,2,LSB,2,144640,
2025-06,TRIPURA STATE CO OPERATIVE BANK LTD,0.0029,0,4,TPS,4,138777,
2025-06,SBM BANK (INDIA) LIMITED - Acquirer,0.005,2,7,SBD,5,138654,
2025-06,The Panipat Urban Cooperative Bank Ltd,0.0007,0,1,PUC,1,137879,
2025-06,The Adilabad District Co-Op Central Bank Ltd.,0.0015,0,2,ADC,2,132835,
2025-06,MADURAI DISTRICT CENTRAL COOPERATIVE BANK,0.0008,1,1,MCC,0,128107,
2025-06,Mann Deshi Mahila Sahakari Bank. Ltd.,0.0016,0,2,MDM,2,127276,
2025-06,Pune Cantonment Sahakari bank Ltd.,0.0088,0,11,PCS,11,124692,
2025-06,The Eenadu Co-oP.Urban Bank Ltd,0.0016,0,2,EUB,2,124018,
2025-06,THE HASSAN DISTRICT CO-OPERATIVE CENTRAL BANK LTD,0.0016,0,2,HDC,2,121570,
2025-06,PUSAD URBAN CO-OP BANK LTD.,0.0091,10,11,PSD,1,121330,
2025-06,Transcorp International Limited,0.0163,0,19,TRL,19,116257,
2025-06,The Warangal District Cooperative Central Bank Ltd,0.0017,0,2,WDC,2,115685,
2025-06,Tirupati Urban Co-Operative Bank Ltd,0.0026,0,3,TUP,3,115513,
2025-06,THE AKOLA URBAN CO OPERATIVE BANK LTD,0.0035,0,4,AKU,4,113766,
2025-06,Jogindra Central Cooperative Bank Ltd,0.0018,1,2,JGC,1,110162,
2025-06,Hutatma Sahakari Bank Ltd.,0.0009,0,1,HSW,1,109651,
2025-06,The Karnavati Co operative Bank Ltd,0.0018,0,2,KNT,2,109222,
2025-06,Palus Sahakari Bank Ltd,0.0019,0,2,PLA,2,107011,
2025-06,The District Central Co op Bank Ltd Khammam,0.0028,0,3,DCK,3,106886,
2025-06,THE MALAD SAHAKARI BANK LIMITED,0.0019,0,2,MSB,2,106409,
2025-06,JANATA SAHAKARI BANK LTD AJARA,0.0066,0,7,JNA,7,105615,
2025-06,RAMANATHAPURAM DISTRICT CENTRAL COOPERATIVE BANK,0.001,1,1,RDB,0,103064,
2025-06,BALANCEHERO INDIA PRIVATE LIMITED,0.0011,1,1,BIP,0,93855,
2025-06,Muzaffarnagar District Cooperative Bank Ltd,0.0054,0,5,MDC,5,92435,
2025-06,Lokmangal Co op Bank Ltd Solapur,0.0011,0,1,LCI,1,91934,
2025-06,PRERANA CO OPERATIVE BANK LTD,0.0046,0,4,PRC,4,87413,
2025-06,Jamia Co-operative Bank Ltd,0.0035,0,3,JAM,3,85327,
2025-06,Mahanagar Nagrik Sahakari Bank Maryadit,0.0037,1,3,MHN,2,81933,
2025-06,Shree Panchganga Nagari Sahakari Bank Ltd,0.0012,0,1,SPN,1,81797,
2025-06,The Urban Coop Bank Ltd No 1758 Perinthalmanna,0.0012,0,1,TPU,1,81395,
2025-06,THE CHIKHLI URBAN CO-OP BANK LTD.,0.0026,2,2,CKL,0,77900,
2025-06,Ratnagiri District Central Co-operative Bank Ltd,0.0052,0,4,RDL,4,76307,
2025-06,NSDL Payments Bank Limited _ NPT,0.0029,0,2,NPT,2,68015,
2025-06,Shri Mahila Sewa Sahakari Bank Ltd.,0.0015,0,1,SMW,1,67461,
2025-06,The Sirsi Urban Sahakari Bank Ltd,0.0059,0,4,SSR,4,67363,
2025-06,Vasai Janata Sahakari bank Ltd,0.0015,0,1,VJS,1,66710,
2025-06,Sampada Sahakari Bank Ltd Pune,0.0015,0,1,SSB,1,66484,
2025-06,The Bharuch District Central Coop Bank Ltd,0.0015,0,1,BHD,1,65548,
2025-06,Rajapur Urban Cooperative Bank Ltd,0.0015,0,1,RUD,1,64739,
2025-06,ADARNIYA P D PATILSAHEB SAHAKARI BANK LTD KARAD,0.0047,0,3,APB,3,64025,
2025-06,The Kodungallur Town Co Operative Bank Ltd,0.0017,0,1,KDG,1,60471,
2025-06,Siddheshwar Urban Coop Bank Maryadit Sillod,0.0017,0,1,SCM,1,60094,
